feat_name,obj_id,time,feat_start,feat_end,vel,vel_err,vel_samperr,pew,pew_err,pew_samperr,area,area_err,area_samperr,spec_flag,feat_flag,notes,phase,spec_type,RA,DEC,Nsearchepoch,IAUName,Classification,Peakrmag,MJDatPeakrmag,NepochSNR5,nSNspec,nGALspec,zspecHelio,zspecerrHelio,zCMB,zerrCMB,x0SALT2zspec,x0errSALT2zspec,x1SALT2zspec,x1errSALT2zspec,cSALT2zspec,cerrSALT2zspec,PeakMJDSALT2zspec,PeakMJDderrSALT2zspec,muSALT2zspec,muerrSALT2zspec,fitprobSALT2zspec,chi2SALT2zspec,ndofSALT2zspec,deltaMLCS2k2zspec,deltaerrMLCS2k2zspec,avMLCS2k2zspec,averrMLCS2k2zspec,PeakMJDMLCS2k2zspec,PeakMJDerrMLCS2k2zspec,muMLCS2k2zspec,muerrMLCS2k2zspec,fitprobMLCS2k2zspec,chi2MLCS2k2zspec,ndofMLCS2k2zspec,PIaPSNIDzspec,logprobIaPSNIDzspec,lcqualityIaPSNIDzspec,PIbcPSNIDzspec,logprobIbcPSNIDzspec,lcqualityIbcPSNIDzspec,PIIPSNIDzspec,logprobIIPSNIDzspec,lcqualityIIPSNIDzspec,NnnPSNIDzspec,PnnIaPSNIDzspec,PnnIbcPSNIDzspec,PnnIIPSNIDzspec,zPSNIDzspec,zerrPSNIDzspec,dm15PSNIDzspec,dm15errPSNIDzspec,avPSNIDzspec,averrPSNIDzspec,PeakMJDPSNIDzspec,PeakMJDerrPSNIDzspec,SNIbctypePSNIDzspec,SNIItypePSNIDzspec,x0SALT2flat,x0errSALT2flat,x1SALT2flat,x1errSALT2flat,cSALT2flat,cerrSALT2flat,PeakMJDSALT2flat,PeakMJDerrSALT2flat,zphotSALT2flat,zphoterrSALT2flat,fitprobSALT2flat,chi2SALT2flat,ndofSALT2flat,PIaPSNIDflat,logprobIaPSNIDflat,lcqualityIaPSNIDflat,PIbcPSNIDflat,logprobIbcPSNIDflat,lcqualityIbcPSNIDflat,PIIPSNIDflat,logprobIIPSNIDflat,lcqualityIIPSNIDflat,NnnPSNIDflat,PnnIaPSNIDflat,PnnIbcPSNIDflat,PnnIIPSNIDflat,zPSNIDflat,zerrPSNIDflat,dm15PSNIDflat,dm15errPSNIDflat,avPSNIDflat,averrPSNIDflat,PeakMJDPSNIDflat,PeakMJDerrPSNIDflat,SNIbctypePSNIDflat,SNIItypePSNIDflat,objIDHost,RAhost,DEChost,separationhost,DLRhost,zphothost,zphoterrhost,zphotRFhost,zphotRFerrhost,dereduhost,erruhost,deredghost,errghost,deredrhost,errrhost,deredihost,errihost,deredzhost,errzhost,logMassFSPS,logMassloFSPS,logMasshiFSPS,logSSFRFSPS,logSSFRloFSPS,logSSFRhiFSPS,ageFSPS,ageloFSPS,agehiFSPS,minredchi2FSPS,logMassPEGASE,logMassloPEGASE,logMasshiPEGASE,logSFRPEGASE,logSFRloPEGASE,logSFRhiPEGASE,agePEGASE,ageloPEGASE,agehiPEGASE,minchi2PEGASE,Notes,delta_t,is_peak,branch_type,arcmin,kpc
pW2,2916,2453644.5,3912.87601240396,4094.004246195801,9566.102468796127,0.0,3557.0276084382454,13.799606113027625,0.0,3.3785477140120967,1.2034503551300914e-15,0.0,3.1199539581926166e-16,0,0,,0.10000000009313226,unknown,315.921719,0.569566,9,2005fz,SNIa,19.9,53645.2,12,3,2,0.1242,0.0005,0.12303,0.0005,0.00024,1.54e-05,-0.78,0.25,0.05,0.04,53643.9,0.18,38.77,0.19,0.05,61.66,45.0,0.03,0.12,0.42,0.11,53643.1,0.35,38.94,0.11,0.108,69.38,56.0,1.0,-0.642,63.0,0.0,-23.5,2.0,0.0,-61.3,63.0,234.0,0.996,0.004,0.0,0.1234,0.0,1.11,0.04,0.58,0.11,53642.88,0.23,306.0,301.0,0.000245,1.53e-05,-1.03,0.24,0.01,0.04,53644.1,0.18,0.1401,0.0063,0.139,68.61,57.0,1.0,-0.6,63.0,0.0,-16.4,2.0,0.0,-21.7,62.0,385.0,1.0,0.0,0.0,0.1258,0.0192,1.11,0.04,0.57,0.14,53642.92,0.27,303.0,301.0,1.2376786173985428e+18,315.922272,0.569533,1.99,3.38,,,,,19.024,0.026,18.008,0.007,17.643,0.006,17.558,0.007,17.55,0.015,10.04,10.04,10.05,-10.07,-10.07,-10.07,2.82,2.82,2.88,7.75,9.85,9.79,9.91,1.07,0.89,1.19,0.21,0.15,0.29,113.4,,0.10000000009313226,True,CN,0.033166666666666664,41.42466606698373
pW1,2916,2453644.5,3639.027373218677,3923.6574548915705,12459.276661937405,0.0,144.63540694552282,70.84664441267155,0.0,3.494852214821204,5.46152964704545e-15,0.0,3.6062605139801804e-16,0,0,,0.10000000009313226,unknown,315.921719,0.569566,9,2005fz,SNIa,19.9,53645.2,12,3,2,0.1242,0.0005,0.12303,0.0005,0.00024,1.54e-05,-0.78,0.25,0.05,0.04,53643.9,0.18,38.77,0.19,0.05,61.66,45.0,0.03,0.12,0.42,0.11,53643.1,0.35,38.94,0.11,0.108,69.38,56.0,1.0,-0.642,63.0,0.0,-23.5,2.0,0.0,-61.3,63.0,234.0,0.996,0.004,0.0,0.1234,0.0,1.11,0.04,0.58,0.11,53642.88,0.23,306.0,301.0,0.000245,1.53e-05,-1.03,0.24,0.01,0.04,53644.1,0.18,0.1401,0.0063,0.139,68.61,57.0,1.0,-0.6,63.0,0.0,-16.4,2.0,0.0,-21.7,62.0,385.0,1.0,0.0,0.0,0.1258,0.0192,1.11,0.04,0.57,0.14,53642.92,0.27,303.0,301.0,1.2376786173985428e+18,315.922272,0.569533,1.99,3.38,,,,,19.024,0.026,18.008,0.007,17.643,0.006,17.558,0.007,17.55,0.015,10.04,10.04,10.05,-10.07,-10.07,-10.07,2.82,2.82,2.88,7.75,9.85,9.79,9.91,1.07,0.89,1.19,0.21,0.15,0.29,113.4,,0.10000000009313226,True,CN,0.033166666666666664,41.42466606698373
pW2,2689,2453637.5,3915.960608399046,4082.6168847496974,,0.0,,29.27565609665131,0.0,10.062903838161171,6.871969609638593e-16,0.0,2.789256124927214e-16,0,0,,0.10000000009313226,unknown,24.900312,-0.758714,12,2005fa,SNIa,20.1,53634.3,14,1,0,0.161489,4.6e-05,0.160352,4.6e-05,0.000184,7.08e-06,1.35,0.22,0.07,0.03,53636.9,0.2,39.38,0.19,0.03,71.56,51.0,-0.46,0.06,0.48,0.07,53634.9,0.32,39.48,0.1,0.282,64.77,59.0,1.0,-0.107,59.0,0.0,-14.6,2.0,0.0,-63.9,59.0,170.0,0.953,0.0,0.047,0.1604,0.0,0.85,0.04,0.61,0.09,53636.67,0.33,306.0,301.0,0.000185,7.3e-06,1.35,0.24,-0.0,0.03,53637.5,0.28,0.2024,0.0029,0.115,76.69,63.0,1.0,-0.05,59.0,0.0,-10.8,2.0,0.0,-21.9,59.0,256.0,0.926,0.0,0.074,0.1914,0.019,0.84,0.04,0.37,0.15,53636.97,0.39,306.0,301.0,1.2376637831345605e+18,24.900028,-0.757933,2.99,2.04,0.1658,0.0124,0.1639,0.0255,20.295,0.092,18.403,0.01,17.245,0.006,16.764,0.006,16.39,0.011,11.35,11.25,11.44,-14.47,-41.09,-11.88,7.84,5.27,9.8,0.12,11.18,11.12,11.32,,-99.0,-99.0,5.58,4.75,9.7,6.98,,0.10000000009313226,True,,0.049833333333333334,62.01235205138495
pW3,2689,2453637.5,4082.6168847496974,4547.537827358809,9782.115892899734,0.0,924.2518353140347,136.8749669446634,0.0,18.626402083017442,3.057327643664459e-15,0.0,5.776022711350219e-16,0,0,,0.10000000009313226,unknown,24.900312,-0.758714,12,2005fa,SNIa,20.1,53634.3,14,1,0,0.161489,4.6e-05,0.160352,4.6e-05,0.000184,7.08e-06,1.35,0.22,0.07,0.03,53636.9,0.2,39.38,0.19,0.03,71.56,51.0,-0.46,0.06,0.48,0.07,53634.9,0.32,39.48,0.1,0.282,64.77,59.0,1.0,-0.107,59.0,0.0,-14.6,2.0,0.0,-63.9,59.0,170.0,0.953,0.0,0.047,0.1604,0.0,0.85,0.04,0.61,0.09,53636.67,0.33,306.0,301.0,0.000185,7.3e-06,1.35,0.24,-0.0,0.03,53637.5,0.28,0.2024,0.0029,0.115,76.69,63.0,1.0,-0.05,59.0,0.0,-10.8,2.0,0.0,-21.9,59.0,256.0,0.926,0.0,0.074,0.1914,0.019,0.84,0.04,0.37,0.15,53636.97,0.39,306.0,301.0,1.2376637831345605e+18,24.900028,-0.757933,2.99,2.04,0.1658,0.0124,0.1639,0.0255,20.295,0.092,18.403,0.01,17.245,0.006,16.764,0.006,16.39,0.011,11.35,11.25,11.44,-14.47,-41.09,-11.88,7.84,5.27,9.8,0.12,11.18,11.12,11.32,,-99.0,-99.0,5.58,4.75,9.7,6.98,,0.10000000009313226,True,,0.049833333333333334,62.01235205138495
pW4,2689,2453637.5,4544.6767754042985,5232.044507477152,12349.36883481401,0.0,1512.122808440592,235.5124066961837,0.0,37.668549802414645,5.15559326359142e-15,0.0,1.26231035986527e-15,0,0,,0.10000000009313226,unknown,24.900312,-0.758714,12,2005fa,SNIa,20.1,53634.3,14,1,0,0.161489,4.6e-05,0.160352,4.6e-05,0.000184,7.08e-06,1.35,0.22,0.07,0.03,53636.9,0.2,39.38,0.19,0.03,71.56,51.0,-0.46,0.06,0.48,0.07,53634.9,0.32,39.48,0.1,0.282,64.77,59.0,1.0,-0.107,59.0,0.0,-14.6,2.0,0.0,-63.9,59.0,170.0,0.953,0.0,0.047,0.1604,0.0,0.85,0.04,0.61,0.09,53636.67,0.33,306.0,301.0,0.000185,7.3e-06,1.35,0.24,-0.0,0.03,53637.5,0.28,0.2024,0.0029,0.115,76.69,63.0,1.0,-0.05,59.0,0.0,-10.8,2.0,0.0,-21.9,59.0,256.0,0.926,0.0,0.074,0.1914,0.019,0.84,0.04,0.37,0.15,53636.97,0.39,306.0,301.0,1.2376637831345605e+18,24.900028,-0.757933,2.99,2.04,0.1658,0.0124,0.1639,0.0255,20.295,0.092,18.403,0.01,17.245,0.006,16.764,0.006,16.39,0.011,11.35,11.25,11.44,-14.47,-41.09,-11.88,7.84,5.27,9.8,0.12,11.18,11.12,11.32,,-99.0,-99.0,5.58,4.75,9.7,6.98,,0.10000000009313226,True,,0.049833333333333334,62.01235205138495
pW5,19128,2454387.5,5210.695539946461,5630.787446720288,7258.011924304043,0.0,199.90995545274825,72.27230011830515,0.0,2.5946016329989874,0.7458631849770135,0.0,0.03230189646581123,0,0,,-0.10000000009313226,unknown,354.203771,-0.78223,9,2007lw,SNIa,21.3,54387.3,7,1,1,0.287,0.005,0.285433,0.005,5.33e-05,2.49e-06,1.22,0.57,-0.06,0.04,54387.1,0.21,41.09,0.23,0.991,21.96,40.0,-0.25,0.13,0.13,0.12,54385.9,0.87,41.13,0.16,0.994,21.13,40.0,1.0,-0.0004,62.0,0.0,-0.439,2.0,0.0,-0.857,62.0,315.0,0.971,0.0,0.029,0.2865,0.0045,0.87,0.08,0.01,0.14,54385.52,0.91,306.0,301.0,5.31e-05,2.52e-06,1.16,0.57,-0.05,0.04,54386.9,0.72,0.2808,0.0056,0.991,29.52,50.0,1.0,-0.0,62.0,0.0,-0.117,2.0,0.0,-0.447,62.0,366.0,0.986,0.003,0.011,0.2905,0.0279,0.88,0.09,-0.04,0.23,54385.47,0.95,306.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000009313226,True,BL,,
pW1,19128,2454387.5,3572.337103528538,3947.308027722953,13497.426178803764,0.0,41.71529569784172,117.06289908786492,0.0,1.6853131789130362,3.0177019463156523,0.0,0.06301879401114012,0,0,,-0.10000000009313226,unknown,354.203771,-0.78223,9,2007lw,SNIa,21.3,54387.3,7,1,1,0.287,0.005,0.285433,0.005,5.33e-05,2.49e-06,1.22,0.57,-0.06,0.04,54387.1,0.21,41.09,0.23,0.991,21.96,40.0,-0.25,0.13,0.13,0.12,54385.9,0.87,41.13,0.16,0.994,21.13,40.0,1.0,-0.0004,62.0,0.0,-0.439,2.0,0.0,-0.857,62.0,315.0,0.971,0.0,0.029,0.2865,0.0045,0.87,0.08,0.01,0.14,54385.52,0.91,306.0,301.0,5.31e-05,2.52e-06,1.16,0.57,-0.05,0.04,54386.9,0.72,0.2808,0.0056,0.991,29.52,50.0,1.0,-0.0,62.0,0.0,-0.117,2.0,0.0,-0.447,62.0,366.0,0.986,0.003,0.011,0.2905,0.0279,0.88,0.09,-0.04,0.23,54385.47,0.95,306.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000009313226,True,BL,,
pW7,19128,2454387.5,5937.298949070079,6408.735422227373,9516.319374181112,0.0,100.2709603835232,105.67659637813937,0.0,8.663834888400485,0.8256870771079411,0.0,0.0819743912001081,0,0,,-0.10000000009313226,unknown,354.203771,-0.78223,9,2007lw,SNIa,21.3,54387.3,7,1,1,0.287,0.005,0.285433,0.005,5.33e-05,2.49e-06,1.22,0.57,-0.06,0.04,54387.1,0.21,41.09,0.23,0.991,21.96,40.0,-0.25,0.13,0.13,0.12,54385.9,0.87,41.13,0.16,0.994,21.13,40.0,1.0,-0.0004,62.0,0.0,-0.439,2.0,0.0,-0.857,62.0,315.0,0.971,0.0,0.029,0.2865,0.0045,0.87,0.08,0.01,0.14,54385.52,0.91,306.0,301.0,5.31e-05,2.52e-06,1.16,0.57,-0.05,0.04,54386.9,0.72,0.2808,0.0056,0.991,29.52,50.0,1.0,-0.0,62.0,0.0,-0.117,2.0,0.0,-0.447,62.0,366.0,0.986,0.003,0.011,0.2905,0.0279,0.88,0.09,-0.04,0.23,54385.47,0.95,306.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000009313226,True,BL,,
pW3,2017,2453636.5,4036.6103717305828,4647.389758181412,12101.836147319522,0.0,474.42566053113404,73.22622164742401,0.0,9.493938925497137,1.144672013355476e-15,0.0,1.6070704204365246e-16,0,0,,0.10000000009313226,unknown,328.943336,0.593518,5,2005fo,SNIa,21.2,53636.2,4,1,1,0.263088,2.5e-05,0.261621,2.5e-05,6.91e-05,4.28e-06,1.46,0.56,-0.11,0.04,53635.9,0.53,40.98,0.25,0.997,34.41,59.0,-0.39,0.1,0.08,0.13,53634.6,0.54,41.05,0.18,0.999,35.13,66.0,1.0,0.0,43.0,0.0,-0.0255,2.0,0.0,-0.979,59.0,-1.0,-1.0,-1.0,-1.0,0.2625,0.0,0.86,0.07,-0.09,0.16,53635.06,0.57,306.0,301.0,7.18e-05,4.55e-06,1.03,0.51,-0.05,0.04,53635.1,0.53,0.2157,0.0076,0.999,41.47,73.0,1.0,0.0,43.0,0.0,-0.0182,2.0,0.0,-0.195,59.0,-1.0,-1.0,-1.0,-1.0,0.211,0.0615,0.9,0.08,0.15,0.35,53634.26,1.02,306.0,301.0,1.2376634797937142e+18,328.943909,0.593471,2.07,2.13,0.244,0.0325,0.2179,0.0867,21.642,0.227,20.611,0.042,19.669,0.026,19.275,0.028,18.971,0.07,10.55,10.46,10.62,-10.27,-10.56,-10.03,4.47,2.59,6.29,0.09,10.26,10.2,10.3,0.18,0.15,0.21,1.25,1.08,1.39,0.14,,0.10000000009313226,True,SS,0.034499999999999996,43.07735082939291
pW4,2017,2453636.5,4647.389758181412,5076.006871480238,17475.40533158381,0.0,1629.035413614946,46.28107477496323,0.0,9.338932774554824,6.5281079985638985e-16,0.0,1.462266367710842e-16,0,0,,0.10000000009313226,unknown,328.943336,0.593518,5,2005fo,SNIa,21.2,53636.2,4,1,1,0.263088,2.5e-05,0.261621,2.5e-05,6.91e-05,4.28e-06,1.46,0.56,-0.11,0.04,53635.9,0.53,40.98,0.25,0.997,34.41,59.0,-0.39,0.1,0.08,0.13,53634.6,0.54,41.05,0.18,0.999,35.13,66.0,1.0,0.0,43.0,0.0,-0.0255,2.0,0.0,-0.979,59.0,-1.0,-1.0,-1.0,-1.0,0.2625,0.0,0.86,0.07,-0.09,0.16,53635.06,0.57,306.0,301.0,7.18e-05,4.55e-06,1.03,0.51,-0.05,0.04,53635.1,0.53,0.2157,0.0076,0.999,41.47,73.0,1.0,0.0,43.0,0.0,-0.0182,2.0,0.0,-0.195,59.0,-1.0,-1.0,-1.0,-1.0,0.211,0.0615,0.9,0.08,0.15,0.35,53634.26,1.02,306.0,301.0,1.2376634797937142e+18,328.943909,0.593471,2.07,2.13,0.244,0.0325,0.2179,0.0867,21.642,0.227,20.611,0.042,19.669,0.026,19.275,0.028,18.971,0.07,10.55,10.46,10.62,-10.27,-10.56,-10.03,4.47,2.59,6.29,0.09,10.26,10.2,10.3,0.18,0.15,0.21,1.25,1.08,1.39,0.14,,0.10000000009313226,True,SS,0.034499999999999996,43.07735082939291
pW3,19128,2454387.5,4081.1150795101726,4538.548489108339,9098.379472282892,0.0,77.04041556331977,81.62651244158377,0.0,1.8287818035352463,1.7472744681299692,0.0,0.04829796230697008,0,0,,-0.10000000009313226,unknown,354.203771,-0.78223,9,2007lw,SNIa,21.3,54387.3,7,1,1,0.287,0.005,0.285433,0.005,5.33e-05,2.49e-06,1.22,0.57,-0.06,0.04,54387.1,0.21,41.09,0.23,0.991,21.96,40.0,-0.25,0.13,0.13,0.12,54385.9,0.87,41.13,0.16,0.994,21.13,40.0,1.0,-0.0004,62.0,0.0,-0.439,2.0,0.0,-0.857,62.0,315.0,0.971,0.0,0.029,0.2865,0.0045,0.87,0.08,0.01,0.14,54385.52,0.91,306.0,301.0,5.31e-05,2.52e-06,1.16,0.57,-0.05,0.04,54386.9,0.72,0.2808,0.0056,0.991,29.52,50.0,1.0,-0.0,62.0,0.0,-0.117,2.0,0.0,-0.447,62.0,366.0,0.986,0.003,0.011,0.2905,0.0279,0.88,0.09,-0.04,0.23,54385.47,0.95,306.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000009313226,True,BL,,
pW4,19128,2454387.5,4536.992593157325,5132.900742395753,16582.782915499567,0.0,83.61557804917126,121.12739854713013,0.0,2.1336330182840606,1.7272600694769904,0.0,0.03892660521058602,0,0,,-0.10000000009313226,unknown,354.203771,-0.78223,9,2007lw,SNIa,21.3,54387.3,7,1,1,0.287,0.005,0.285433,0.005,5.33e-05,2.49e-06,1.22,0.57,-0.06,0.04,54387.1,0.21,41.09,0.23,0.991,21.96,40.0,-0.25,0.13,0.13,0.12,54385.9,0.87,41.13,0.16,0.994,21.13,40.0,1.0,-0.0004,62.0,0.0,-0.439,2.0,0.0,-0.857,62.0,315.0,0.971,0.0,0.029,0.2865,0.0045,0.87,0.08,0.01,0.14,54385.52,0.91,306.0,301.0,5.31e-05,2.52e-06,1.16,0.57,-0.05,0.04,54386.9,0.72,0.2808,0.0056,0.991,29.52,50.0,1.0,-0.0,62.0,0.0,-0.117,2.0,0.0,-0.447,62.0,366.0,0.986,0.003,0.011,0.2905,0.0279,0.88,0.09,-0.04,0.23,54385.47,0.95,306.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10000000009313226,True,BL,,
pW6,2017,2453636.5,5679.642639376098,5968.959190852806,4701.143495664942,0.0,4037.683244054439,16.480327200683142,0.0,5.157298248144317,1.7525329385799066e-16,0.0,5.623754893885797e-17,0,0,,0.10000000009313226,unknown,328.943336,0.593518,5,2005fo,SNIa,21.2,53636.2,4,1,1,0.263088,2.5e-05,0.261621,2.5e-05,6.91e-05,4.28e-06,1.46,0.56,-0.11,0.04,53635.9,0.53,40.98,0.25,0.997,34.41,59.0,-0.39,0.1,0.08,0.13,53634.6,0.54,41.05,0.18,0.999,35.13,66.0,1.0,0.0,43.0,0.0,-0.0255,2.0,0.0,-0.979,59.0,-1.0,-1.0,-1.0,-1.0,0.2625,0.0,0.86,0.07,-0.09,0.16,53635.06,0.57,306.0,301.0,7.18e-05,4.55e-06,1.03,0.51,-0.05,0.04,53635.1,0.53,0.2157,0.0076,0.999,41.47,73.0,1.0,0.0,43.0,0.0,-0.0182,2.0,0.0,-0.195,59.0,-1.0,-1.0,-1.0,-1.0,0.211,0.0615,0.9,0.08,0.15,0.35,53634.26,1.02,306.0,301.0,1.2376634797937142e+18,328.943909,0.593471,2.07,2.13,0.244,0.0325,0.2179,0.0867,21.642,0.227,20.611,0.042,19.669,0.026,19.275,0.028,18.971,0.07,10.55,10.46,10.62,-10.27,-10.56,-10.03,4.47,2.59,6.29,0.09,10.26,10.2,10.3,0.18,0.15,0.21,1.25,1.08,1.39,0.14,,0.10000000009313226,True,SS,0.034499999999999996,43.07735082939291
pW5,2017,2453636.5,5129.584010642594,5679.642639376098,6870.539851819722,0.0,382.0885769524618,66.7096489620086,0.0,6.723330930123301,7.949339416278625e-16,0.0,9.489198552160279e-17,0,0,,0.10000000009313226,unknown,328.943336,0.593518,5,2005fo,SNIa,21.2,53636.2,4,1,1,0.263088,2.5e-05,0.261621,2.5e-05,6.91e-05,4.28e-06,1.46,0.56,-0.11,0.04,53635.9,0.53,40.98,0.25,0.997,34.41,59.0,-0.39,0.1,0.08,0.13,53634.6,0.54,41.05,0.18,0.999,35.13,66.0,1.0,0.0,43.0,0.0,-0.0255,2.0,0.0,-0.979,59.0,-1.0,-1.0,-1.0,-1.0,0.2625,0.0,0.86,0.07,-0.09,0.16,53635.06,0.57,306.0,301.0,7.18e-05,4.55e-06,1.03,0.51,-0.05,0.04,53635.1,0.53,0.2157,0.0076,0.999,41.47,73.0,1.0,0.0,43.0,0.0,-0.0182,2.0,0.0,-0.195,59.0,-1.0,-1.0,-1.0,-1.0,0.211,0.0615,0.9,0.08,0.15,0.35,53634.26,1.02,306.0,301.0,1.2376634797937142e+18,328.943909,0.593471,2.07,2.13,0.244,0.0325,0.2179,0.0867,21.642,0.227,20.611,0.042,19.669,0.026,19.275,0.028,18.971,0.07,10.55,10.46,10.62,-10.27,-10.56,-10.03,4.47,2.59,6.29,0.09,10.26,10.2,10.3,0.18,0.15,0.21,1.25,1.08,1.39,0.14,,0.10000000009313226,True,SS,0.034499999999999996,43.07735082939291
pW7,2017,2453636.5,5968.959190852806,6329.711927879316,8917.69768788698,0.0,1719.6037747917185,47.97911053520824,0.0,25.00072501914693,5.254769174900752e-16,0.0,2.8518365323628886e-16,0,0,,0.10000000009313226,unknown,328.943336,0.593518,5,2005fo,SNIa,21.2,53636.2,4,1,1,0.263088,2.5e-05,0.261621,2.5e-05,6.91e-05,4.28e-06,1.46,0.56,-0.11,0.04,53635.9,0.53,40.98,0.25,0.997,34.41,59.0,-0.39,0.1,0.08,0.13,53634.6,0.54,41.05,0.18,0.999,35.13,66.0,1.0,0.0,43.0,0.0,-0.0255,2.0,0.0,-0.979,59.0,-1.0,-1.0,-1.0,-1.0,0.2625,0.0,0.86,0.07,-0.09,0.16,53635.06,0.57,306.0,301.0,7.18e-05,4.55e-06,1.03,0.51,-0.05,0.04,53635.1,0.53,0.2157,0.0076,0.999,41.47,73.0,1.0,0.0,43.0,0.0,-0.0182,2.0,0.0,-0.195,59.0,-1.0,-1.0,-1.0,-1.0,0.211,0.0615,0.9,0.08,0.15,0.35,53634.26,1.02,306.0,301.0,1.2376634797937142e+18,328.943909,0.593471,2.07,2.13,0.244,0.0325,0.2179,0.0867,21.642,0.227,20.611,0.042,19.669,0.026,19.275,0.028,18.971,0.07,10.55,10.46,10.62,-10.27,-10.56,-10.03,4.47,2.59,6.29,0.09,10.26,10.2,10.3,0.18,0.15,0.21,1.25,1.08,1.39,0.14,,0.10000000009313226,True,SS,0.034499999999999996,43.07735082939291
pW6,17186,2454354.5,5613.326552018217,5934.643198589515,10166.275984367136,0.0,1441.8000827608466,20.07802814761485,0.0,4.705506274197054,1.7389244966187888e-15,0.0,4.2305855141635975e-16,0,0,,0.20000000018626451,unknown,31.612825,-0.89955,17,2007hx,SNIa,19.1,54358.4,17,2,0,0.079443,1.8e-05,0.078487,1.8e-05,0.000468,1.76e-05,0.57,0.15,0.1,0.02,54353.8,0.04,38.13,0.18,0.064,49.68,36.0,-0.19,0.06,0.5,0.06,54353.1,0.36,38.19,0.08,0.974,45.63,66.0,1.0,-0.0195,63.0,0.0,-51.4,2.0,0.0,-146.0,63.0,68.0,0.985,0.0,0.015,0.079,0.0,0.91,0.04,0.68,0.07,54352.54,0.42,304.0,301.0,0.000463,1.7e-05,0.61,0.16,0.09,0.02,54353.8,0.02,0.0864,0.0005,0.127,57.06,46.0,1.0,-0.01,63.0,0.0,-39.6,2.0,0.0,-60.0,63.0,143.0,0.986,0.0,0.014,0.0979,0.0161,0.89,0.04,0.53,0.14,54352.55,0.46,304.0,301.0,1.2376664068456448e+18,31.616388,-0.898086,13.87,5.47,0.057,0.0183,0.0691,0.0178,19.113,0.08,17.503,0.014,16.753,0.01,16.335,0.009,16.016,0.017,10.77,10.71,10.82,-10.33,-10.64,-10.19,5.0,3.74,6.85,0.06,10.52,10.51,10.55,0.05,0.04,0.19,3.37,2.58,3.37,11.54,,0.20000000018626451,True,CN,0.23116666666666666,275.76010747193163
pW7,17186,2454354.5,5940.330218882815,6312.830048093791,11452.024176895657,0.0,79.3983304283132,87.18151761312923,0.0,6.008333832207472,6.421966317111823e-15,0.0,5.642094817389503e-16,0,0,,0.20000000018626451,unknown,31.612825,-0.89955,17,2007hx,SNIa,19.1,54358.4,17,2,0,0.079443,1.8e-05,0.078487,1.8e-05,0.000468,1.76e-05,0.57,0.15,0.1,0.02,54353.8,0.04,38.13,0.18,0.064,49.68,36.0,-0.19,0.06,0.5,0.06,54353.1,0.36,38.19,0.08,0.974,45.63,66.0,1.0,-0.0195,63.0,0.0,-51.4,2.0,0.0,-146.0,63.0,68.0,0.985,0.0,0.015,0.079,0.0,0.91,0.04,0.68,0.07,54352.54,0.42,304.0,301.0,0.000463,1.7e-05,0.61,0.16,0.09,0.02,54353.8,0.02,0.0864,0.0005,0.127,57.06,46.0,1.0,-0.01,63.0,0.0,-39.6,2.0,0.0,-60.0,63.0,143.0,0.986,0.0,0.014,0.0979,0.0161,0.89,0.04,0.53,0.14,54352.55,0.46,304.0,301.0,1.2376664068456448e+18,31.616388,-0.898086,13.87,5.47,0.057,0.0183,0.0691,0.0178,19.113,0.08,17.503,0.014,16.753,0.01,16.335,0.009,16.016,0.017,10.77,10.71,10.82,-10.33,-10.64,-10.19,5.0,3.74,6.85,0.06,10.52,10.51,10.55,0.05,0.04,0.19,3.37,2.58,3.37,11.54,,0.20000000018626451,True,CN,0.23116666666666666,275.76010747193163
